0.000000, 1.783000
0.062832, 4.858123
0.125664, 7.600523
0.188496, 9.761717
0.251327, 11.172095
0.314159, 11.765375
0.376991, 11.588067
0.439823, 10.792555
0.502655, 9.614793
0.565487, 8.339866
0.628319, 7.260447
0.691150, 6.634199
0.753982, 6.646348
0.816814, 7.382864
0.879646, 8.818182
0.942478, 10.819217
1.005310, 13.165087
1.068142, 15.579641
1.130973, 17.772024
1.193805, 19.479332
1.256637, 20.505120
1.319469, 20.748120
1.382301, 20.216963
1.445133, 19.028758
1.507964, 17.391730
1.570796, 15.574458
1.633628, 13.866220
1.696460, 12.534250
1.759292, 11.784164
1.822124, 11.729354
1.884956, 12.373842
1.947787, 13.611110
2.010619, 15.239097
2.073451, 16.989191
2.136283, 18.564982
2.199115, 19.685138
2.261947, 20.124150
2.324779, 19.744995
2.387610, 18.518965
2.450442, 16.529776
2.513274, 13.961349
2.576106, 11.071087
2.638938, 8.152527
2.701770, 5.492863
2.764602, 3.331523
2.827433, 1.825876
2.890265, 1.029054
2.953097, 0.883154
3.015929, 1.228771
3.078761, 1.829476
3.141593, 2.407642
3.204425, 2.686353
3.267256, 2.431259
3.330088, 1.486241
3.392920, -0.202364
3.455752, -2.576524
3.518584, -5.473636
3.581416, -8.648997
3.644247, -11.810344
3.707079, -14.659438
3.769911, -16.934626
3.832743, -18.448166
3.895575, -19.112878
3.958407, -18.954227
4.021239, -18.106070
4.084070, -16.790712
4.146902, -15.286166
4.209734, -13.885410
4.272566, -12.853599
4.335398, -12.389470
4.398230, -12.596573
4.461062, -13.468537
4.523893, -14.890487
4.586725, -16.656411
4.649557, -18.499913
4.712389, -20.133829
4.775221, -21.292919
4.838053, -21.773348
4.900885, -21.463191
4.963716, -20.359470
5.026548, -18.569224
5.089380, -16.294447
5.152212, -13.803069
5.215044, -11.390241
5.277876, -9.335547
5.340708, -7.862423
5.403539, -7.105700
5.466371, -7.092016
5.529203, -7.735975
5.592035, -8.852619
5.654867, -10.184384
5.717699, -11.438633
5.780530, -12.330266
5.843362, -12.623210
5.906194, -12.164723
5.969026, -10.907524
6.031858, -8.916519
6.094690, -6.359157
6.157522, -3.480850
6.220353, -0.569050
