0.000000, 4.000000
0.062832, 9.110763
0.125664, 12.930534
0.188496, 14.627005
0.251327, 13.807710
0.314159, 10.605847
0.376991, 5.647239
0.439823, -0.092823
0.502655, -5.508438
0.565487, -9.605953
0.628319, -11.714356
0.691150, -11.615418
0.753982, -9.565819
0.816814, -6.209742
0.879646, -2.406521
0.942478, 0.982401
1.005310, 3.294510
1.068142, 4.207094
1.130973, 3.786072
1.193805, 2.434637
1.256637, 0.758820
1.319469, -0.612482
1.382301, -1.204922
1.445133, -0.827223
1.507964, 0.381982
1.570796, 2.000000
1.633628, 3.445288
1.696460, 4.147897
1.759292, 3.719181
1.822124, 2.074829
1.884956, -0.522752
1.947787, -3.515831
2.010619, -6.185208
2.073451, -7.833424
2.136283, -7.970613
2.199115, -6.454537
2.261947, -3.546901
2.324779, 0.131472
2.387610, 3.738712
2.450442, 6.411521
2.513274, 7.478288
2.576106, 6.632968
2.638938, 4.025415
2.701770, 0.243384
2.764602, -3.812559
2.827433, -7.133711
2.890265, -8.840136
2.953097, -8.393640
3.015929, -5.735528
3.078761, -1.315034
3.141593, 4.000000
3.204425, 9.110763
3.267256, 12.930534
3.330088, 14.627005
3.392920, 13.807710
3.455752, 10.605847
3.518584, 5.647239
3.581416, -0.092823
3.644247, -5.508438
3.707079, -9.605953
3.769911, -11.714356
3.832743, -11.615418
3.895575, -9.565819
3.958407, -6.209742
4.021239, -2.406521
4.084070, 0.982401
4.146902, 3.294510
4.209734, 4.207094
4.272566, 3.786072
4.335398, 2.434637
4.398230, 0.758820
4.461062, -0.612482
4.523893, -1.204922
4.586725, -0.827223
4.649557, 0.381982
4.712389, 2.000000
4.775221, 3.445288
4.838053, 4.147897
4.900885, 3.719181
4.963716, 2.074829
5.026548, -0.522752
5.089380, -3.515831
5.152212, -6.185208
5.215044, -7.833424
5.277876, -7.970613
5.340708, -6.454537
5.403539, -3.546901
5.466371, 0.131472
5.529203, 3.738712
5.592035, 6.411521
5.654867, 7.478288
5.717699, 6.632968
5.780530, 4.025415
5.843362, 0.243384
5.906194, -3.812559
5.969026, -7.133711
6.031858, -8.840136
6.094690, -8.393640
6.157522, -5.735528
6.220353, -1.315034
